lambda/nm eps_re eps_im
322.04	-9.945	5.871
322.88	-10.012	5.912
323.72	-10.081	5.952
324.57	-10.15	5.994
325.42	-10.22	6.036
326.27	-10.291	6.08
327.14	-10.362	6.123
328	-10.435	6.168
328.87	-10.508	6.213
329.75	-10.582	6.26
330.62	-10.656	6.306
331.51	-10.732	6.354
332.4	-10.808	6.403
333.29	-10.885	6.452
334.19	-10.962	6.502
335.09	-11.041	6.552
336	-11.12	6.604
336.91	-11.199	6.656
337.83	-11.279	6.709
338.75	-11.36	6.763
339.68	-11.441	6.818
340.62	-11.523	6.874
341.55	-11.606	6.93
342.5	-11.689	6.987
343.45	-11.772	7.045
344.4	-11.856	7.103
345.36	-11.94	7.163
346.32	-12.025	7.223
347.29	-12.11	7.284
348.27	-12.195	7.345
349.25	-12.28	7.408
350.24	-12.366	7.471
351.23	-12.452	7.535
352.23	-12.539	7.6
353.23	-12.625	7.666
354.24	-12.711	7.732
355.26	-12.798	7.799
356.28	-12.885	7.867
357.3	-12.971	7.936
358.34	-13.058	8.005
359.37	-13.145	8.076
360.42	-13.224	8.173
361.47	-13.305	8.262
362.53	-13.387	8.35
363.59	-13.468	8.439
364.66	-13.549	8.528
365.74	-13.63	8.618
366.82	-13.711	8.709
367.91	-13.791	8.801
369	-13.871	8.893
370.1	-13.949	8.987
371.21	-14.028	9.083
372.32	-14.105	9.18
373.45	-14.182	9.278
374.57	-14.257	9.378
375.71	-14.332	9.48
376.85	-14.406	9.583
378	-14.478	9.688
379.16	-14.55	9.795
380.32	-14.62	9.903
381.49	-14.689	10.013
382.67	-14.757	10.125
383.85	-14.824	10.238
385.04	-14.889	10.353
386.24	-14.953	10.469
387.45	-15.016	10.587
388.67	-15.077	10.706
389.89	-15.138	10.826
391.12	-15.196	10.948
392.36	-15.254	11.07
393.6	-15.31	11.194
394.85	-15.364	11.318
396.12	-15.418	11.443
397.39	-15.469	11.569
398.66	-15.52	11.695
399.95	-15.569	11.822
401.24	-15.617	11.949
402.55	-15.664	12.077
403.86	-15.71	12.204
405.18	-15.754	12.332
406.51	-15.797	12.459
407.84	-15.839	12.586
409.19	-15.88	12.712
410.54	-15.919	12.839
411.91	-15.958	12.964
413.28	-15.996	13.089
414.66	-16.032	13.213
416.05	-16.068001	13.336
417.46	-16.103001	13.458
418.87	-16.136999	13.579
420.29	-16.171	13.699
421.71	-16.204	13.817
423.15	-16.236	13.934
424.6	-16.267	14.05
426.06	-16.298	14.164
427.53	-16.329	14.276
429.01	-16.358999	14.387
430.5	-16.389	14.496
432	-16.419001	14.603
433.51	-16.448	14.709
435.03	-16.476999	14.813
436.56	-16.507	14.914
438.11	-16.535999	15.014
439.66	-16.565001	15.112
441.22	-16.594999	15.208
442.8	-16.625	15.302
444.39	-16.655001	15.394
445.99	-16.684999	15.484
447.6	-16.716	15.572
449.22	-16.747999	15.659
450.85	-16.780001	15.743
452.5	-16.813	15.826
454.15	-16.846001	15.906
455.82	-16.881001	15.986
457.51	-16.916	16.063
459.2	-16.952999	16.139
460.91	-16.990999	16.212999
462.63	-17.030001	16.285
464.36	-17.07	16.357
466.11	-17.111	16.427
467.86	-17.155001	16.496
469.64	-17.198999	16.563
471.42	-17.246	16.629999
473.22	-17.294001	16.695
475.04	-17.344999	16.76
476.86	-17.396999	16.823999
478.7	-17.451	16.888
480.56	-17.507999	16.951
482.43	-17.566999	17.014
484.31	-17.629	17.077
486.21	-17.693001	17.139999
488.13	-17.76	17.202999
490.06	-17.83	17.266001
492	-17.903	17.329
493.96	-17.98	17.393999
495.94	-18.059	17.458
497.93	-18.143	17.524
499.94	-18.23	17.591
501.96	-18.32	17.66
504	-18.415001	17.729
506.06	-18.514	17.801001
508.13	-18.618	17.874001
510.22	-18.726	17.948999
512.33	-18.839001	18.025999
514.46	-18.957001	18.106001
516.6	-19.08	18.188
518.76	-19.209	18.273001
520.94	-19.344	18.360001
523.14	-19.485001	18.451
525.36	-19.632	18.546
527.59	-19.785999	18.643
529.85	-19.947001	18.745001
532.12	-20.114	18.85
534.41	-20.290001	18.959999
536.73	-20.473	19.073999
539.06	-20.665001	19.191999
541.42	-20.865	19.315001
543.79	-21.073999	19.443001
546.19	-21.195	19.539
548.6	-21.299999	19.629
551.04	-21.410999	19.724001
553.5	-21.527	19.822001
555.98	-21.648001	19.924
558.49	-21.775	20.031
561.01	-21.907	20.141001
563.56	-22.044001	20.254999
566.14	-22.186001	20.372999
568.73	-22.333	20.495001
571.36	-22.485001	20.621
574	-22.642	20.750999
576.67	-22.804001	20.884001
579.37	-22.971001	21.021999
582.09	-23.143	21.163
584.83	-23.319	21.308001
587.6	-23.5	21.455999
590.4	-23.684999	21.608999
593.23	-23.875	21.764
596.08	-24.07	21.924
598.96	-24.268999	22.086
601.87	-24.472	22.252001
604.8	-24.68	22.421
607.77	-24.893	22.593
610.76	-25.110001	22.768
613.78	-25.330999	22.945999
616.84	-25.556999	23.127001
